,LATITUDE,LONGITUDE,geometry
98,25,-80.1734168625,POINT (25 -80.17341686250001)
99,25,-80.1734168625,POINT (25 -80.17341686250001)
100,25,-80.18513940689999,POINT (25 -80.18513940689999)
101,25,-80.1715830055,POINT (25 -80.1715830055)
102,25,-80.179037496,POINT (25 -80.17903749600001)
103,25,-80.17577017970001,POINT (25 -80.17577017970001)
104,25,-80.1716107595,POINT (25 -80.1716107595)
105,25,-80.1732342977,POINT (25 -80.17323429770001)
106,25,-80.1730001514,POINT (25 -80.1730001514)
107,25,-80.1751765451,POINT (25 -80.1751765451)
108,25,-80.1732584037,POINT (25 -80.1732584037)
109,25,-80.1789209293,POINT (25 -80.17892092930001)
110,25,-80.1761042185,POINT (25 -80.1761042185)
111,25,-80.1720956497,POINT (25 -80.1720956497)
112,25,-80.1819714401,POINT (25 -80.1819714401)
113,25,-80.1683641276,POINT (25 -80.1683641276)
114,25,-80.1758263284,POINT (25 -80.17582632840001)
115,25,-80.1756232175,POINT (25 -80.1756232175)
116,25,-80.1784993095,POINT (25 -80.1784993095)
117,25,-80.1752729481,POINT (25 -80.1752729481)
118,25,-80.1782129693,POINT (25 -80.17821296930001)
119,25,-80.17001102350001,POINT (25 -80.17001102350001)
120,25,-80.1856294488,POINT (25 -80.1856294488)
121,25,-80.169971446,POINT (25 -80.16997144600001)
122,25,-80.170371522,POINT (25 -80.170371522)
123,25,-80.1824870241,POINT (25 -80.1824870241)
124,25,-80.1781129652,POINT (25 -80.1781129652)
125,25,-80.1807316738,POINT (25 -80.1807316738)
126,25,-80.17043856560001,POINT (25 -80.17043856560001)
127,25,-80.179596393,POINT (25 -80.179596393)
128,25,-80.1670504727,POINT (25 -80.1670504727)
129,25,-80.1700056486,POINT (25 -80.1700056486)
130,25,-80.1807482972,POINT (25 -80.1807482972)
131,25,-80.1670736582,POINT (25 -80.1670736582)
132,25,-80.1838590358,POINT (25 -80.1838590358)
133,25,-80.1630673721,POINT (25 -80.1630673721)
134,25,-80.1783270266,POINT (25 -80.1783270266)
135,25,-80.1671272258,POINT (25 -80.1671272258)
136,25,-80.1759612559,POINT (25 -80.17596125590001)
137,25,-80.1642971087,POINT (25 -80.1642971087)
138,25,-80.1720914886,POINT (25 -80.1720914886)
139,25,-80.1761807456,POINT (25 -80.17618074560001)
140,25,-80.1723349461,POINT (25 -80.17233494609999)
141,25,-80.1718848033,POINT (25 -80.1718848033)
142,25,-80.1822757188,POINT (25 -80.1822757188)
143,25,-80.1812553054,POINT (25 -80.1812553054)
144,25,-80.1801766386,POINT (25 -80.1801766386)
145,25,-80.1852880352,POINT (25 -80.1852880352)
146,25,-80.18489696479999,POINT (25 -80.18489696479999)
147,25,-80.184705787,POINT (25 -80.184705787)
148,25,-80.16879282880001,POINT (25 -80.16879282880001)
149,25,-80.1688348111,POINT (25 -80.1688348111)
150,25,-80.1749276331,POINT (25 -80.1749276331)
151,25,-80.1808190831,POINT (25 -80.1808190831)
152,25,-80.1708558625,POINT (25 -80.17085586250001)
153,25,-80.1800895217,POINT (25 -80.1800895217)
154,25,-80.1673050663,POINT (25 -80.1673050663)
155,25,-80.1736755675,POINT (25 -80.1736755675)
156,25,-80.18298224739999,POINT (25 -80.18298224739999)
157,25,-80.1857489253,POINT (25 -80.1857489253)
158,25,-80.1842232014,POINT (25 -80.1842232014)
159,25,-80.1809155598,POINT (25 -80.1809155598)
160,25,-80.1778998859,POINT (25 -80.1778998859)
161,25,-80.1746434183,POINT (25 -80.17464341829999)
162,25,-80.1866303254,POINT (25 -80.1866303254)
163,25,-80.18433757310001,POINT (25 -80.18433757310001)
164,25,-80.1679541238,POINT (25 -80.1679541238)
165,25,-80.1679541238,POINT (25 -80.1679541238)
166,25,-80.1679541238,POINT (25 -80.1679541238)
167,25,-80.1809653567,POINT (25 -80.1809653567)
168,25,-80.1844718855,POINT (25 -80.1844718855)
169,25,-80.1806786125,POINT (25 -80.1806786125)
170,25,-80.1739219533,POINT (25 -80.1739219533)
171,25,-80.1739219533,POINT (25 -80.1739219533)
172,25,-80.1830952235,POINT (25 -80.1830952235)
173,25,-80.1816593407,POINT (25 -80.18165934069999)
174,25,-80.1845277435,POINT (25 -80.1845277435)
175,25,-80.18248776829999,POINT (25 -80.18248776829999)
176,25,-80.1663312745,POINT (25 -80.1663312745)
177,25,-80.1737965065,POINT (25 -80.1737965065)
178,25,-80.18367241060001,POINT (25 -80.18367241060001)
179,25,-80.1726272017,POINT (25 -80.1726272017)
180,25,-80.1698028342,POINT (25 -80.1698028342)
181,25,-80.1840412429,POINT (25 -80.18404124289999)
182,25,-80.1761511512,POINT (25 -80.1761511512)
183,25,-80.18204613510001,POINT (25 -80.18204613510001)
184,25,-80.1696305155,POINT (25 -80.1696305155)
185,25,-80.16881707579999,POINT (25 -80.16881707579999)
186,25,-80.1650776278,POINT (25 -80.1650776278)
187,25,-80.18206739029999,POINT (25 -80.18206739029999)
188,25,-80.1816726029,POINT (25 -80.18167260289999)
189,25,-80.1751409529,POINT (25 -80.17514095289999)
190,25,-80.17448402640001,POINT (25 -80.17448402640001)
191,25,-80.1756886724,POINT (25 -80.1756886724)
192,25,-80.16845088,POINT (25 -80.16845087999999)
193,25,-80.16845088,POINT (25 -80.16845087999999)
194,25,-80.172711819,POINT (25 -80.172711819)
195,25,-80.172711819,POINT (25 -80.172711819)
196,25,-80.1808826571,POINT (25 -80.1808826571)
197,25,-80.1837355733,POINT (25 -80.1837355733)
198,25,-80.1669114273,POINT (25 -80.16691142729999)
199,25,-80.17296203939999,POINT (25 -80.17296203939999)
200,25,-80.17034334979999,POINT (25 -80.17034334979999)
201,25,-80.1848723938,POINT (25 -80.18487239380001)
202,25,-80.1771769034,POINT (25 -80.1771769034)
203,25,-80.174199268,POINT (25 -80.174199268)
204,25,-80.174199268,POINT (25 -80.174199268)
205,25,-80.180966814,POINT (25 -80.180966814)
206,25,-80.1760732395,POINT (25 -80.1760732395)
207,25,-80.18040040220001,POINT (25 -80.18040040220001)
208,25,-80.1809763644,POINT (25 -80.1809763644)
209,25,-80.1765342829,POINT (25 -80.17653428289999)
210,25,-80.17006549199999,POINT (25 -80.17006549199999)
211,25,-80.1761060408,POINT (25 -80.17610604079999)
212,25,-80.1725607933,POINT (25 -80.17256079329999)
213,25,-80.1690394716,POINT (25 -80.1690394716)
214,25,-80.170111391,POINT (25 -80.17011139100001)
215,25,-80.1831887989,POINT (25 -80.18318879890001)
216,25,-80.1831887989,POINT (25 -80.18318879890001)
217,25,-80.1842872884,POINT (25 -80.1842872884)
218,25,-80.17142323819999,POINT (25 -80.17142323819999)
219,25,-80.1714198552,POINT (25 -80.1714198552)
220,25,-80.1705358379,POINT (25 -80.1705358379)
221,25,-80.172016678,POINT (25 -80.17201667800001)
222,25,-80.1839059821,POINT (25 -80.1839059821)
223,25,-80.1762122019,POINT (25 -80.1762122019)
224,25,-80.1708449504,POINT (25 -80.1708449504)
225,25,-80.174141974,POINT (25 -80.17414197399999)
226,25,-80.1707298622,POINT (25 -80.17072986220001)
227,25,-80.177092478,POINT (25 -80.17709247800001)
228,25,-80.1740670141,POINT (25 -80.1740670141)
229,25,-80.1694467719,POINT (25 -80.1694467719)
230,25,-80.1612227334,POINT (25 -80.1612227334)
231,25,-80.1813898011,POINT (25 -80.1813898011)
232,25,-80.1698447644,POINT (25 -80.1698447644)
233,25,-80.1819651642,POINT (25 -80.18196516419999)
234,25,-80.1748879936,POINT (25 -80.1748879936)
235,25,-80.1795135506,POINT (25 -80.17951355060001)
236,25,-80.1821768602,POINT (25 -80.1821768602)
237,25,-80.179983075,POINT (25 -80.179983075)
238,25,-80.1808883585,POINT (25 -80.1808883585)
239,25,-80.1763441918,POINT (25 -80.1763441918)
240,25,-80.1679891614,POINT (25 -80.1679891614)
241,25,-80.172618138,POINT (25 -80.172618138)
242,25,-80.1723141791,POINT (25 -80.1723141791)
243,25,-80.177693234,POINT (25 -80.177693234)
244,25,-80.1714588785,POINT (25 -80.1714588785)
245,25,-80.17006792,POINT (25 -80.17006791999999)
246,25,-80.17218550060001,POINT (25 -80.17218550060001)
247,25,-80.1671136957,POINT (25 -80.1671136957)
248,25,-80.1775141096,POINT (25 -80.1775141096)
249,25,-80.1835830925,POINT (25 -80.1835830925)
250,25,-80.1710923492,POINT (25 -80.17109234919999)
251,25,-80.16135155319999,POINT (25 -80.16135155319999)
252,25,-80.1715180578,POINT (25 -80.1715180578)
253,25,-80.16355938529999,POINT (25 -80.16355938529999)
254,25,-80.18459464770001,POINT (25 -80.18459464770001)
255,25,-80.1832960173,POINT (25 -80.18329601729999)
256,25,-80.1635924948,POINT (25 -80.1635924948)
257,25,-80.1624232243,POINT (25 -80.1624232243)
258,25,-80.1785663209,POINT (25 -80.1785663209)
259,25,-80.1628157804,POINT (25 -80.1628157804)
260,25,-80.1688690961,POINT (25 -80.1688690961)
261,25,-80.179513041,POINT (25 -80.17951304100001)
262,25,-80.16424087850001,POINT (25 -80.16424087850001)
263,25,-80.1752925066,POINT (25 -80.1752925066)
264,25,-80.1877666919,POINT (25 -80.18776669189999)
265,25,-80.1846609486,POINT (25 -80.1846609486)
266,25,-80.1665226851,POINT (25 -80.16652268510001)
267,25,-80.1829622292,POINT (25 -80.1829622292)
268,25,-80.1777944738,POINT (25 -80.17779447380001)
269,25,-80.1701178185,POINT (25 -80.1701178185)
270,25,-80.1757151793,POINT (25 -80.1757151793)
271,25,-80.174590884,POINT (25 -80.174590884)
272,25,-80.174590884,POINT (25 -80.174590884)
273,25,-80.1876971467,POINT (25 -80.1876971467)
274,25,-80.1842317321,POINT (25 -80.1842317321)
275,25,-80.1737629153,POINT (25 -80.1737629153)
276,25,-80.1732431334,POINT (25 -80.17324313340001)
277,25,-80.1730369081,POINT (25 -80.1730369081)
278,25,-80.1818963777,POINT (25 -80.1818963777)
279,25,-80.1829189418,POINT (25 -80.1829189418)
280,25,-80.1863652616,POINT (25 -80.1863652616)
281,25,-80.1773315148,POINT (25 -80.1773315148)
282,25,-80.1768745147,POINT (25 -80.1768745147)
283,25,-80.1766476175,POINT (25 -80.1766476175)
284,25,-80.1775691804,POINT (25 -80.1775691804)
285,25,-80.20073573260001,POINT (25 -80.20073573260001)
286,25,-80.1603302657,POINT (25 -80.1603302657)
287,25,-80.194928446,POINT (25 -80.19492844600001)
288,25,-80.1840333811,POINT (25 -80.18403338109999)
289,25,-80.1833734354,POINT (25 -80.1833734354)
290,25,-80.1979049401,POINT (25 -80.1979049401)
291,25,-80.19717696720001,POINT (25 -80.19717696720001)
292,25,-80.1868170269,POINT (25 -80.1868170269)
293,25,-80.1945799476,POINT (25 -80.1945799476)
294,25,-80.1999117282,POINT (25 -80.19991172819999)
295,25,-80.1987956883,POINT (25 -80.1987956883)
296,25,-80.1872947488,POINT (25 -80.1872947488)
297,25,-80.1672292984,POINT (25 -80.1672292984)
298,25,-80.1664687505,POINT (25 -80.1664687505)
299,25,-80.197755745,POINT (25 -80.19775574499999)
300,25,-80.1792638899,POINT (25 -80.1792638899)
301,25,-80.1657715212,POINT (25 -80.1657715212)
302,25,-80.1906896975,POINT (25 -80.19068969750001)
303,25,-80.1988260159,POINT (25 -80.1988260159)
304,25,-80.1911594714,POINT (25 -80.1911594714)
305,25,-80.1979639432,POINT (25 -80.19796394319999)
306,25,-80.1860802746,POINT (25 -80.1860802746)
307,25,-80.196243158,POINT (25 -80.196243158)
308,25,-80.1951593709,POINT (25 -80.1951593709)
309,25,-80.168516141,POINT (25 -80.168516141)
310,25,-80.1901640681,POINT (25 -80.1901640681)
311,25,-80.1679604159,POINT (25 -80.1679604159)
312,25,-80.19552376850001,POINT (25 -80.19552376850001)
313,25,-80.168838316,POINT (25 -80.16883831600001)
314,25,-80.1686942299,POINT (25 -80.1686942299)
315,25,-80.1637677892,POINT (25 -80.16376778919999)
316,25,-80.1887994039,POINT (25 -80.18879940390001)
317,25,-80.1781375698,POINT (25 -80.1781375698)
318,25,-80.15796651810001,POINT (25 -80.15796651810001)
319,25,-80.1952423009,POINT (25 -80.19524230090001)
320,25,-80.1950853646,POINT (25 -80.1950853646)
321,25,-80.1947695498,POINT (25 -80.1947695498)
322,25,-80.1927587,POINT (25 -80.1927587)
323,25,-80.19197107560001,POINT (25 -80.19197107560001)
324,25,-80.16892848020001,POINT (25 -80.16892848020001)
325,25,-80.1967643507,POINT (25 -80.19676435069999)
326,25,-80.2003807503,POINT (25 -80.2003807503)
327,25,-80.1594013433,POINT (25 -80.1594013433)
328,25,-80.158875358,POINT (25 -80.158875358)
329,25,-80.1889305611,POINT (25 -80.18893056109999)
330,25,-80.2003952919,POINT (25 -80.20039529189999)
331,25,-80.1725886177,POINT (25 -80.1725886177)
332,25,-80.16677083399999,POINT (25 -80.16677083399999)
333,25,-80.1814242862,POINT (25 -80.1814242862)
334,25,-80.1754691188,POINT (25 -80.1754691188)
335,25,-80.1686157801,POINT (25 -80.1686157801)
336,25,-80.1956497882,POINT (25 -80.1956497882)
337,25,-80.1898025849,POINT (25 -80.18980258489999)
338,25,-80.1655505761,POINT (25 -80.1655505761)
339,25,-80.1930416145,POINT (25 -80.1930416145)
340,25,-80.1692981922,POINT (25 -80.1692981922)
341,25,-80.16479682960001,POINT (25 -80.16479682960001)
342,25,-80.18454682710001,POINT (25 -80.18454682710001)
343,25,-80.1716260339,POINT (25 -80.1716260339)
344,25,-80.1847784726,POINT (25 -80.1847784726)
345,25,-80.1570035848,POINT (25 -80.15700358479999)
346,25,-80.1700002115,POINT (25 -80.1700002115)
347,25,-80.1565270619,POINT (25 -80.15652706189999)
348,25,-80.1655851292,POINT (25 -80.1655851292)
349,25,-80.177934386,POINT (25 -80.177934386)
350,25,-80.1607856015,POINT (25 -80.1607856015)
351,25,-80.1690028025,POINT (25 -80.1690028025)
352,25,-80.1769695833,POINT (25 -80.17696958329999)
353,25,-80.1636067181,POINT (25 -80.1636067181)
354,25,-80.1614255514,POINT (25 -80.1614255514)
355,25,-80.1746672898,POINT (25 -80.1746672898)
356,25,-80.19417928840001,POINT (25 -80.19417928840001)
357,25,-80.1592100069,POINT (25 -80.1592100069)
358,25,-80.1577791764,POINT (25 -80.1577791764)
359,25,-80.1565230655,POINT (25 -80.1565230655)
360,25,-80.1869780487,POINT (25 -80.1869780487)
361,25,-80.1935161559,POINT (25 -80.1935161559)
362,25,-80.19691389810001,POINT (25 -80.19691389810001)
363,25,-80.1713040332,POINT (25 -80.1713040332)
364,25,-80.1838741325,POINT (25 -80.18387413249999)
365,25,-80.1667162732,POINT (25 -80.1667162732)
366,25,-80.1961595609,POINT (25 -80.1961595609)
367,25,-80.1746448849,POINT (25 -80.1746448849)
368,25,-80.1621059768,POINT (25 -80.16210597680001)
369,25,-80.1649025239,POINT (25 -80.1649025239)
370,25,-80.1871622384,POINT (25 -80.18716223840001)
371,25,-80.1822720267,POINT (25 -80.18227202670001)
372,25,-80.17162802680001,POINT (25 -80.17162802680001)
373,25,-80.1839155246,POINT (25 -80.1839155246)
374,25,-80.1910780064,POINT (25 -80.19107800640001)
375,25,-80.1765368071,POINT (25 -80.17653680710001)
376,25,-80.1615979561,POINT (25 -80.1615979561)
377,25,-80.1831240353,POINT (25 -80.1831240353)
378,25,-80.18979799579999,POINT (25 -80.18979799579999)
379,25,-80.18698500020001,POINT (25 -80.18698500020001)
380,25,-80.1735302411,POINT (25 -80.1735302411)
381,25,-80.1902793962,POINT (25 -80.1902793962)
382,25,-80.187922864,POINT (25 -80.187922864)
383,25,-80.1808323152,POINT (25 -80.18083231520001)
384,25,-80.1683284831,POINT (25 -80.1683284831)
385,25,-80.1681662382,POINT (25 -80.1681662382)
386,25,-80.1629426235,POINT (25 -80.1629426235)
387,25,-80.1614684593,POINT (25 -80.1614684593)
388,25,-80.16294774720001,POINT (25 -80.16294774720001)
389,25,-80.1884067281,POINT (25 -80.18840672810001)
390,25,-80.1723164554,POINT (25 -80.17231645539999)
391,25,-80.1680985746,POINT (25 -80.16809857459999)
392,25,-80.1732615036,POINT (25 -80.1732615036)
393,25,-80.1786392579,POINT (25 -80.1786392579)
394,25,-80.1884290954,POINT (25 -80.1884290954)
395,25,-80.18234007630001,POINT (25 -80.18234007630001)
396,25,-80.1897884584,POINT (25 -80.1897884584)
397,25,-80.1902205704,POINT (25 -80.1902205704)
398,25,-80.1881386733,POINT (25 -80.1881386733)
399,25,-80.190674288,POINT (25 -80.190674288)
400,25,-80.1905104832,POINT (25 -80.1905104832)
401,25,-80.1819183127,POINT (25 -80.18191831270001)
402,25,-80.1870249043,POINT (25 -80.1870249043)
403,25,-80.1897226571,POINT (25 -80.18972265710001)
404,25,-80.1848953399,POINT (25 -80.1848953399)
405,25,-80.1728145308,POINT (25 -80.1728145308)
406,25,-80.1721938942,POINT (25 -80.17219389420001)
407,25,-80.1794640281,POINT (25 -80.1794640281)
408,25,-80.1792321019,POINT (25 -80.1792321019)
409,25,-80.16301213189999,POINT (25 -80.16301213189999)
410,25,-80.1833164178,POINT (25 -80.1833164178)
411,25,-80.1842566642,POINT (25 -80.18425666420001)
412,25,-80.15909128,POINT (25 -80.15909128)
413,25,-80.1792724182,POINT (25 -80.1792724182)
414,25,-80.1568890096,POINT (25 -80.15688900959999)
415,25,-80.1615146721,POINT (25 -80.1615146721)
416,25,-80.1612069767,POINT (25 -80.1612069767)
417,25,-80.1734943366,POINT (25 -80.1734943366)
418,25,-80.15830768800001,POINT (25 -80.15830768800001)
419,25,-80.1581268841,POINT (25 -80.1581268841)
420,25,-80.1601941504,POINT (25 -80.1601941504)
421,25,-80.1675679732,POINT (25 -80.16756797319999)
422,25,-80.1658952177,POINT (25 -80.1658952177)
423,25,-80.16497419640001,POINT (25 -80.16497419640001)
424,25,-80.1753869145,POINT (25 -80.1753869145)
425,25,-80.1602101437,POINT (25 -80.1602101437)
426,25,-80.1659272886,POINT (25 -80.1659272886)
427,25,-80.1801418064,POINT (25 -80.1801418064)
428,25,-80.172921219,POINT (25 -80.172921219)
429,25,-80.1713629487,POINT (25 -80.17136294869999)
430,25,-80.1588256365,POINT (25 -80.1588256365)
431,25,-80.1664014717,POINT (25 -80.1664014717)
432,25,-80.1619008867,POINT (25 -80.1619008867)
433,25,-80.1609285632,POINT (25 -80.1609285632)
434,25,-80.160438398,POINT (25 -80.160438398)
435,25,-80.1602393411,POINT (25 -80.1602393411)
436,25,-80.1691744283,POINT (25 -80.1691744283)
437,25,-80.18207385550001,POINT (25 -80.18207385550001)
438,25,-80.1761463017,POINT (25 -80.1761463017)
439,25,-80.1758585974,POINT (25 -80.17585859739999)
440,25,-80.1731299655,POINT (25 -80.1731299655)
441,25,-80.17232057140001,POINT (25 -80.17232057140001)
442,25,-80.1593126851,POINT (25 -80.15931268510001)
443,25,-80.1574258118,POINT (25 -80.1574258118)
444,25,-80.16584019689999,POINT (25 -80.16584019689999)
445,25,-80.1598131338,POINT (25 -80.1598131338)
446,25,-80.1589525216,POINT (25 -80.1589525216)
447,25,-80.1567783946,POINT (25 -80.1567783946)
448,25,-80.1788564304,POINT (25 -80.1788564304)
449,25,-80.1770185077,POINT (25 -80.1770185077)
450,25,-80.1599830229,POINT (25 -80.15998302289999)
451,25,-80.15377665140001,POINT (25 -80.15377665140001)
452,25,-80.159999624,POINT (25 -80.15999962399999)
453,25,-80.1786253112,POINT (25 -80.17862531119999)
454,25,-80.1851486947,POINT (25 -80.1851486947)
455,25,-80.1850974783,POINT (25 -80.18509747829999)
456,25,-80.1855465255,POINT (25 -80.1855465255)
457,25,-80.2078783889,POINT (25 -80.2078783889)
458,25,-80.2017369334,POINT (25 -80.2017369334)
459,25,-80.20337258890001,POINT (25 -80.20337258890001)
460,25,-80.1994786135,POINT (25 -80.19947861350001)
461,25,-80.1961690791,POINT (25 -80.1961690791)
462,25,-80.2071758691,POINT (25 -80.2071758691)
463,25,-80.2011117861,POINT (25 -80.2011117861)
464,25,-80.1960507384,POINT (25 -80.1960507384)
465,25,-80.1978918398,POINT (25 -80.19789183979999)
466,25,-80.2057669529,POINT (25 -80.20576695290001)
467,25,-80.197147955,POINT (25 -80.19714795500001)
468,25,-80.197908777,POINT (25 -80.19790877699999)
469,25,-80.1939251562,POINT (25 -80.1939251562)
470,25,-80.19369421420001,POINT (25 -80.19369421420001)
471,25,-80.2058487883,POINT (25 -80.2058487883)
472,25,-80.1956176145,POINT (25 -80.19561761449999)
473,25,-80.1960894501,POINT (25 -80.1960894501)
474,25,-80.2051818163,POINT (25 -80.2051818163)
475,25,-80.2005293163,POINT (25 -80.20052931630001)
476,25,-80.1924229329,POINT (25 -80.1924229329)
477,25,-80.1976792717,POINT (25 -80.1976792717)
478,25,-80.1995057119,POINT (25 -80.1995057119)
479,25,-80.2004833812,POINT (25 -80.2004833812)
480,25,-80.2002809662,POINT (25 -80.2002809662)
481,25,-80.1927687937,POINT (25 -80.1927687937)
482,25,-80.2036952339,POINT (25 -80.20369523390001)
483,25,-80.2034704699,POINT (25 -80.2034704699)
484,25,-80.2004594486,POINT (25 -80.2004594486)
485,25,-80.1960236434,POINT (25 -80.1960236434)
486,25,-80.1889226218,POINT (25 -80.1889226218)
487,25,-80.2005832475,POINT (25 -80.20058324750001)
488,25,-80.2081217765,POINT (25 -80.20812177649999)
489,25,-80.2017147239,POINT (25 -80.2017147239)
490,25,-80.2017237407,POINT (25 -80.2017237407)
491,25,-80.2036503832,POINT (25 -80.2036503832)
492,25,-80.1968563785,POINT (25 -80.1968563785)
493,25,-80.1921576516,POINT (25 -80.1921576516)
494,25,-80.20799264600001,POINT (25 -80.20799264600001)
495,25,-80.19146996890001,POINT (25 -80.19146996890001)
496,25,-80.1965529837,POINT (25 -80.1965529837)
497,25,-80.19484766890001,POINT (25 -80.19484766890001)
498,25,-80.1977039115,POINT (25 -80.1977039115)
499,25,-80.2002783044,POINT (25 -80.2002783044)
500,25,-80.1894442376,POINT (25 -80.1894442376)
501,25,-80.1941636349,POINT (25 -80.19416363489999)
502,25,-80.1879225437,POINT (25 -80.1879225437)
503,25,-80.2051339093,POINT (25 -80.2051339093)
504,25,-80.2034932776,POINT (25 -80.2034932776)
505,25,-80.1959726182,POINT (25 -80.1959726182)
506,25,-80.19201829229999,POINT (25 -80.19201829229999)
507,25,-80.2084387294,POINT (25 -80.2084387294)
508,25,-80.2073493986,POINT (25 -80.2073493986)
509,25,-80.2040717131,POINT (25 -80.20407171310001)
